"English Word","POS","Level","Chinese Translation","Example Sentence","Self-Examine Prompt"
"substance","n.","B1","物质","Meaningful conversations have substance beyond small talk.","What substance do you bring to relationships?"
"substantial","adj.","B1","大量的","Education requires substantial investment in human development.","What substantial change would you make in education?"
"successfully","adv.","B1","成功地","Teams successfully collaborate through clear communication.","What do you successfully do that seems effortless?"
"sudden","adj.","B1","突然的","Sudden insights often solve persistent problems.","What sudden realization has changed your life direction?"
"suffer","v.","B1","遭受","People suffer when disconnected from community support.","What do you suffer that you could ask for help with?"
"sufficient","adj.","B1","足够的","Sufficient sleep improves decision-making and mood.","What is sufficient for you that others want more of?"
"suitable","adj.","B1","合适的","Suitable partners complement rather than complete people.","What suitable response do you give to criticism?"
"sum","n.","B1","总和","Life's sum exceeds individual experiences.","What sum total would you want your life to represent?"
"summary","n.","B1","摘要","Executive summaries distill complex information efficiently.","What summary would you give of your core values?"
"super","adj.","B1","超级的","Super achievements result from ordinary consistent efforts.","What super power would you use for community benefit?"
"superior","adj.","B1","优越的","Superior leaders serve rather than dominate others.","What makes someone superior in character rather than position?"
"supply","v.","B1","供应","Libraries supply knowledge to entire communities freely.","What do you supply to others that they can't buy?"
"supporter","n.","B1","支持者","Loyal supporters celebrate others' achievements genuinely.","What supporter in your life deserves more recognition?"
"surely","adv.","B1","肯定地","Kindness surely makes the world more livable.","What surely needs changing about modern communication?"
"surface","n.","B1","表面","Surface appearances often hide deeper truths.","What surface quality masks your deeper strengths?"
"surgery","n.","B1","手术","Emotional surgery sometimes requires professional guidance.","What surgery would you perform on your habits?"
"surprisingly","adv.","B1","令人惊讶地","Children adapt surprisingly well to new environments.","What surprisingly helps you maintain inner peace?"
"surround","v.","B1","包围","Positive influences should surround developing minds.","What do you surround yourself with for inspiration?"
"survive","v.","B1","生存","Relationships survive through mutual effort and forgiveness.","What have you survived that made you stronger?"
"suspect","v.","B1","怀疑","Critical thinkers suspect claims requiring extraordinary evidence.","What do you suspect about yourself but haven't confirmed?"
"suspicion","n.","B1","怀疑","Unfounded suspicion damages trust in relationships.","What suspicion about others have you learned to release?"
"suspicious","adj.","B1","可疑的","Suspicious behavior often masks fear or insecurity.","What suspicious activity turns out to be kindness?"
"sustain","v.","B1","维持","Meaningful work helps sustain motivation long-term.","What sustains you through life's difficult periods?"
"swap","v.","B1","交换","Cultural exchange programs let students swap perspectives.","What would you swap from your personality if possible?"
"sweep","v.","B1","扫除","Revolutionary changes sweep through societies periodically.","What negative emotions would you sweep from your life?"
"swing","v.","B1","摇摆","Public opinion swings between opposing viewpoints unpredictably.","What causes your mood to swing dramatically?"
"switch","v.","B1","切换","Technology allows people to switch careers more easily.","What would you switch if you could change one aspect?"
"sympathy","n.","B1","同情","Genuine sympathy helps people feel understood during difficulties.","What situation naturally evokes your sympathy?"
"tackle","v.","B1","处理","Community organizations tackle local problems collaboratively.","What challenge are you ready to tackle head-on?"
"tail","n.","B1","尾巴","Dogs wag tails to express happiness and excitement.","What tail end of a project do you usually rush through?"
"tale","n.","B1","故事","Folk tales preserve cultural wisdom across generations.","What tale from your life would you tell grandchildren?"
"talent","n.","B1","天赋","Hidden talent emerges when people pursue genuine interests.","What talent do you possess that others don't recognize?"
"talented","adj.","B1","有天赋的","Talented individuals often struggle with perfectionism.","What talented person has inspired your personal growth?"
"tank","n.","B1","坦克；罐","Water tanks store resources for future community needs.","What tank of knowledge do you draw from daily?"
"tap","v.","B1","轻敲","Musicians tap rhythm to maintain musical synchronization.","What inner resource do you tap during stress?"
"tape","v.","B1","录音","Digital devices replace traditional tape recording methods.","What conversation would you tape to remember forever?"
"tax","v.","B1","征税","Governments tax citizens to fund public services.","What taxes your patience more than anything else?"
"tear","v.","B1","撕裂","Conflicts can tear communities apart unnecessarily.","What would make you tear up with happiness?"
"technical","adj.","B1","技术的","Technical skills become obsolete without continuous learning.","What technical ability would most benefit your relationships?"
"technique","n.","B1","技巧","Meditation techniques reduce stress and improve focus.","What technique helps you maintain emotional balance?"
"temporary","adj.","B1","暂时的","Temporary setbacks often lead to permanent improvements.","What temporary situation became unexpectedly permanent?"
"tend","v.","B1","倾向","People tend to underestimate their positive impact.","What do you tend to overthink unnecessarily?"
"tendency","n.","B1","倾向","Human tendency toward cooperation enables societal progress.","What tendency of yours surprises other people?"
"tension","n.","B1","紧张","Creative tension drives innovation and artistic expression.","What tension in your life needs resolving?"
"tent","n.","B1","帐篷","Camping tents provide temporary shelter during adventures.","What tent of protection do you create for others?"
"terminal","n.","B1","终点站","Airport terminals connect travelers to global destinations.","What terminal decision are you avoiding making?"
"terms","n.","B1","条件","Negotiation success requires understanding everyone's terms.","What terms would you set for your ideal life?"
"territory","n.","B1","领土","Animals defend territory to protect resources and offspring.","What territory do you need to claim for yourself?"
"terror","n.","B1","恐怖","Climate change creates existential terror for many people.","What terror from childhood still affects you?"
"theme","n.","B1","主题","Literature themes explore universal human experiences.","What theme would run through your biography?"
"theory","n.","B1","理论","Economic theories attempt to explain market behavior.","What theory about happiness guides your choices?"
"therefore","adv.","B1","因此","Education improves lives; therefore, society invests in schools.","What therefore connects cause and effect in your thinking?"
"these","adj.","B1","这些","These experiences shape individual character development significantly.","What these days teach you about resilience?"
"thorough","adj.","B1","彻底的","Thorough preparation prevents most preventable problems.","What deserves your most thorough attention?"
"thoroughly","adv.","B1","彻底地","Musicians practice thoroughly before public performances.","What do you thoroughly enjoy that others find boring?"
"those","adj.","B1","那些","Remember those who helped during your struggles.","What those moments define your happiest memories?"
"though","conj.","B1","虽然","Success requires effort, though talent certainly helps.","What do you do though others don't understand?"
"threat","n.","B1","威胁","Environmental degradation poses threats to future generations.","What threat do you face that you're ignoring?"
"threaten","v.","B1","威胁","Rising costs threaten many families' financial stability.","What threatens your peace of mind most often?"
"throughout","prep.","B1","贯穿","Kindness should guide behavior throughout life's journey.","What value remains consistent throughout your changes?"
"thumb","n.","B1","拇指","Opposable thumbs enable human tool manipulation abilities.","What thumb rule guides your relationship decisions?"
"thus","adv.","B1","因此","Practice improves skills; thus, consistency creates mastery.","What thus explains your approach to personal growth?"
"tight","adj.","B1","紧的","Tight schedules leave little room for spontaneous activities.","What tight control do you need to loosen?"
"tin","n.","B1","锡","Recycling tin cans reduces environmental waste significantly.","What tin-eared response do you give when hurt?"
"tiny","adj.","B1","微小的","Tiny acts of kindness create ripple effects.","What tiny change has made enormous difference for you?"
"tire","v.","B1","疲劳","People tire when pursuing goals without adequate rest.","What activities never tire you despite long hours?"
"tissue","n.","B1","组织；纸巾","Social tissue connects communities through shared experiences.","What tissue of lies needs clearing in your relationships?"
"toe","n.","B1","脚趾","Ballet dancers strengthen toe muscles through practice.","What line do you toe that you'd rather cross?"
"token","n.","B1","象征","Small gestures serve as tokens of appreciation.","What token from someone holds deep meaning for you?"
"tone","n.","B1","语调","Professional tone influences communication effectiveness significantly.","What tone do you use when discussing sensitive topics?"
"tongue","n.","B1","舌头","Native speakers hold their tongue during language learning.","What tongue-tied moments have taught you patience?"
"total","adj.","B1","总的","Total honesty sometimes requires diplomatic timing.","What total commitment have you made that surprised others?"
"totally","adv.","B1","完全地","Children adapt totally to new environments rapidly.","What are you totally convinced about despite opposition?"
"tough","adj.","B1","艰难的","Tough decisions often produce the best outcomes.","What tough conversation are you avoiding but need?"
"tournament","n.","B1","锦标赛","Chess tournaments require strategic thinking and patience.","What tournament of life are you currently competing in?"
"trade","v.","B1","交易","Nations trade goods to benefit mutual economic prosperity.","What would you trade your worst habit for?"
"trading","n.","B1","交易","Stock trading requires research and risk management.","What trading of values have you made that you regret?"
"transfer","v.","B1","转移","Students transfer knowledge between different subject areas.","What skills do you transfer from work to relationships?"
"transform","v.","B1","转变","Travel experiences transform perspectives on cultural diversity.","What would you transform about modern communication?"
"transportation","n.","B1","交通","Efficient transportation connects communities and economies.","What transportation innovation would most improve life?"
"trap","v.","B1","困住","Negative thinking patterns can trap people mentally.","What trap do you avoid that others fall into?"
"treat","v.","B1","对待","Successful managers treat employees with respect consistently.","How do you treat yourself during difficult times?"
"treatment","n.","B1","治疗","Medical treatment should be accessible to everyone.","What treatment of others reflects your character best?"
"trial","n.","B1","审判","Life trials test character and reveal true priorities.","What trial has strengthened your moral convictions?"
"truly","adv.","B1","真正地","Happiness comes from truly accepting yourself completely.","What do you truly believe about human nature?"
"trust","v.","B1","信任","Children naturally trust until experience teaches caution.","Who do you trust with your deepest vulnerabilities?"
"truth","n.","B1","真相","Scientific truth emerges through rigorous testing.","What truth about yourself have you recently accepted?"
"tune","n.","B1","曲调","Musicians tune instruments before performing for audiences.","What tune do you hum when feeling content?"
"typically","adv.","B1","通常","People typically resist change until benefits become clear.","What typically happens when you step outside comfort zones?"
"ugly","adj.","B1","丑陋的","Ugly behavior often masks deep insecurity.","What ugly truth about society needs addressing?"
"ultimate","adj.","B1","最终的","Ultimate success requires aligning actions with values.","What ultimate goal guides your daily decisions?"
"ultimately","adv.","B1","最终","Personal growth ultimately depends on individual choice.","What ultimately matters most in your value system?"
"unable","adj.","B1","无法的","People feel unable to change without proper support.","What are you unable to do that you wish you could?"
"unemployment","n.","B1","失业","Unemployment affects mental health and family stability.","What unemployment of skills do you want to address?"
"union","n.","B1","联合","Strong unions protect workers' rights and wages.","What union of minds would solve global problems?"
"unique","adj.","B1","独特的","Every individual possesses unique talents and perspectives.","What unique contribution do you make to others' lives?"
"universe","n.","B1","宇宙","Scientific exploration reveals universe secrets gradually.","What universe of possibility excites you most?"
"unknown","adj.","B1","未知的","Unknown territories offer adventures and discoveries.","What unknown aspect of yourself would you like to explore?"
"unless","conj.","B1","除非","Dreams remain dreams unless action transforms them.","What won't happen unless you take initiative?"
"unlike","prep.","B1","不像","Unlike material possessions, wisdom increases when shared.","What unlike quality sets you apart from others?"
"unlikely","adj.","B1","不太可能的","Unlikely friendships often become the most meaningful.","What unlikely skill would you like to develop?"
"upon","prep.","B1","在...之上","Success builds upon previous failures and lessons learned.","What do you build your confidence upon?"
"upper","adj.","B1","上面的","Upper management should model ethical behavior consistently.","What upper limit would you set on personal ambition?"
"upset","adj.","B1","沮丧的","People feel upset when expectations aren't met.","What upsets you that you should probably accept?"
"urban","adj.","B1","城市的","Urban planning affects quality of community life.","What urban innovation would most improve daily life?"
"urge","v.","B1","催促","Parents urge children toward responsible decision-making.","What urge do you resist that might be worth following?"
"urgent","adj.","B1","紧急的","Climate action requires urgent international cooperation.","What urgent message would you send to world leaders?"
"used","adj.","B1","二手的","Used books often contain previous readers' insights.","What used item holds more value than new ones?"
"valuable","adj.","B1","有价值的","Valuable friendships require investment and maintenance.","What valuable lesson did failure teach you?"
"value","v.","B1","重视","Wise people value relationships over material possessions.","What do you value that has no monetary worth?"
"variation","n.","B1","变化","Cultural variation enriches global human experience.","What variation in routine brings you joy?"
"various","adj.","B1","各种各样的","Various perspectives help solve complex social problems.","What various roles do you play in different relationships?"
"vary","v.","B1","变化","Communication styles vary across different cultural contexts.","How do you vary your approach when helping others?"
"vast","adj.","B1","巨大的","Vast oceans connect rather than separate continents.","What vast potential do you see in human cooperation?"
"version","n.","B1","版本","Everyone has their own version of happiness.","What version of yourself are you still working to become?"
"versus","prep.","B1","对比","Individual needs versus collective welfare require balance.","What personal versus professional conflict do you navigate?"
"via","prep.","B1","通过","Knowledge spreads via human connections and conversations.","What via route do you prefer for personal growth?"
"victim","n.","B1","受害者","Healing helps victims transform pain into wisdom.","When have you refused to remain a victim of circumstances?"
"violence","n.","B1","暴力","Domestic violence affects entire community wellbeing.","What violence in media concerns you about society?"
"violent","adj.","B1","暴力的","Violent storms reveal nature's overwhelming power.","What violent emotions do you struggle to manage constructively?"
"virtual","adj.","B1","虚拟的","Virtual reality cannot replace authentic human experiences.","What virtual connection has become surprisingly meaningful?"
"visible","adj.","B1","可见的","Environmental damage becomes visible in ecosystem changes.","What visible progress motivates you to continue improving?"
"vision","n.","B1","视野","Leadership requires vision for inspiring collective action.","What vision for your future keeps you motivated?"
"visual","adj.","B1","视觉的","Visual learners benefit from diagrams and illustrations.","What visual image represents your ideal life?"
"vital","adj.","B1","至关重要的","Sleep is vital for physical and mental recovery.","What vital relationship needs more of your attention?"
"volume","n.","B1","音量；体积","Lower conversation volume shows respect in libraries.","What volume of emotion do you typically express?"
"vote","v.","B1","投票","Democratic participation requires informed voting decisions.","What vote in your life has had lasting consequences?"
"wage","n.","B1","工资","Living wages enable workers to support families.","What wage beyond money do you earn from relationships?"
"ward","n.","B1","病房","Hospital wards require careful infection control procedures.","What ward or protection do you provide for others?"
"warn","v.","B1","警告","Climate scientists warn about irreversible environmental damage.","What warning would you give to someone starting your career?"
"warning","n.","B1","警告","Early warning systems save lives during natural disasters.","What warning signs do you ignore in relationships?"
"waste","v.","B1","浪费","Don't waste opportunities to show appreciation.","What do you waste that you should treasure more?"
"wealth","n.","B1","财富","True wealth includes health, relationships, and purpose.","What wealth do you possess beyond material things?"
"weapon","n.","B1","武器","Education serves as a powerful weapon against ignorance.","What weapon would you use against social injustice?"
"weekly","adj.","B1","每周的","Weekly routines provide structure and stability.","What weekly ritual grounds you emotionally?"
"welfare","n.","B1","福利","Child welfare depends on community support systems.","What welfare of others concerns you most deeply?"
"western","adj.","B1","西方的","Western philosophy emphasizes individual rights and freedoms.","What western value would you question or modify?"
"whatever","pron.","B1","无论什么","Success requires dedication, whatever obstacles appear.","What whatever-it-takes attitude do you admire in others?"
"whenever","conj.","B1","无论何时","Children laugh whenever they find something amusing.","What whenever moment brings you instant peace?"
"whereas","conj.","B1","然而","Introverts recharge alone, whereas extroverts need people.","What whereas statement describes your personality paradox?"
"wherever","conj.","B1","无论哪里","Home exists wherever people love you unconditionally.","What wherever place would you call your spiritual home?"
"whether","conj.","B1","是否","Success depends on effort, whether talent exists naturally.","What whether question keeps you awake at night?"
"whom","pron.","B1","谁","The people with whom we surround ourselves shape us.","For whom would you make the greatest sacrifice?"
"widely","adv.","B1","广泛地","Meditation benefits are now widely recognized scientifically.","What widely accepted belief do you privately question?"
"willing","adj.","B1","愿意的","Willing participants learn faster than reluctant students.","What are you willing to give up for personal growth?"
"wind","v.","B1","缠绕","Mountain roads wind through spectacular natural landscapes.","What path do you wind through when making decisions?"
"wing","n.","B1","翅膀","Birds use wings to escape predators and find food.","What wings would you grow to soar above limitations?"
"winning","adj.","B1","获胜的","Winning teams celebrate collective achievements together.","What winning combination of traits makes you unique?"
"wire","n.","B1","电线","Communication wires connect distant hearts and minds.","What wire connects you to your deepest values?"
"wise","adj.","B1","明智的","Wise people learn from others' mistakes and successes.","What wise advice would you give your past self?"
"within","prep.","B1","在...内","True strength comes from within personal character.","What within yourself needs the most development?"
"wonder","v.","B1","想知道","Children wonder about everything in their expanding world.","What do you wonder about human potential?"
"wool","n.","B1","羊毛","Warm wool clothing protects against harsh winter weather.","What wool-like comfort do you provide to others?"
"workplace","n.","B1","工作场所","Inclusive workplaces benefit from diverse perspectives.","What workplace quality would you never compromise?"
"worldwide","adj.","B1","全世界的","Climate change requires worldwide cooperation and action.","What worldwide change would you lead if possible?"
"worth","adj.","B1","值得的","Meaningful relationships are worth investing time.","What struggle is worth enduring for future happiness?"
"written","adj.","B1","书面的","Written communication requires clarity and precision.","What written words have changed your life direction?"
"yard","n.","B1","院子","Community gardens transform concrete yards into green spaces.","What yard of possibility would you cultivate?"
"youth","n.","B1","青春","Youth represents potential and unlimited possibilities.","What youth experience still influences your decisions?"
"zone","n.","B1","区域","Comfort zones limit personal growth and discovery.","What zone of influence do you hope to expand?"
